Enquete;Tire;xDeb;nbMots;Tour de parole
Nawal7_220618.TextGrid;Nawal;1948.91;4;Tu es un enfant .;
Nawal7_220618.TextGrid;Nawal;1955.58;8;Ah oui tu as l'âge de Yanis@a.;
Nawal7_220618.TextGrid;Nawal;1958.23;7;Tu as le même âge que Yanis@a.;
Nawal7_220618.TextGrid;Nawal;1961.22;1;Quatre-vingt-quatorze.;
Nawal7_220618.TextGrid;Nawal;1965.03;14;Ouais lui il est le mois de lui il est né au mo- octobre.;
Nawal7_220618.TextGrid;Nawal;1968.90;5;Le vingt-quatre octobre quatre vingt-quatorze.;
Nawal7_220618.TextGrid;Nawal;1972.56;1;Ouais.;
Nawal7_220618.TextGrid;Nawal;1975.04;6;Ouais c'est vrai je confonds.;
Nawal7_220618.TextGrid;Nawal;1981.34;11;Mh oui un fort caractère lui aussi hein oh la la.;
Nawal7_220618.TextGrid;Nawal;1988.70;19;Ouais en fait je sais pas c'est moitié toi aussi scorpion tu es né quel mois quel m- ?;
Nawal7_220618.TextGrid;Nawal;1993.87;3;Moi le sept.;
Nawal7_220618.TextGrid;Nawal;1996.27;5;Ouais je suis aussi scorpion.;
Nawal7_220618.TextGrid;Nawal;1998.12;1;Ouais.;
Nawal7_220618.TextGrid;Nawal;2006.53;8;Sont difficiles les scorpions ils sont gentils mais.;
Nawal7_220618.TextGrid;Nawal;2011.46;2;Ah bon.;
Nawal7_220618.TextGrid;Nawal;2015.11;9;Tu suis l'astrologie euh là là le truc.;
Nawal7_220618.TextGrid;Nawal;2027.36;1;Ouais.;
Nawal7_220618.TextGrid;Nawal;2028.98;1;Mh.;
Nawal7_220618.TextGrid;Nawal;2031.70;10;Ouais je sais ça j'ai déjà lu un xxx.;
Nawal7_220618.TextGrid;Nawal;2036.77;1;x.;
Nawal7_220618.TextGrid;Nawal;2038.59;4;Ouais c'est vrai.;
Nawal7_220618.TextGrid;Nawal;2043.75;1;Mh.;
Nawal7_220618.TextGrid;Nawal;2045.54;8;Ouais c'est vrai j'ai lu ça.;
Nawal7_220618.TextGrid;Nawal;2048.65;11;Mais on s'entend pas avec les ceux du signe lion.;
Nawal7_220618.TextGrid;Nawal;2055.06;5;Lion on s'entend pas.;
Nawal7_220618.TextGrid;Nawal;2059.08;7;J'ai déjà lu ça quelque part.;
Nawal7_220618.TextGrid;Nawal;2068.23;3;Ah bon Ilyes@a.;
Nawal7_220618.TextGrid;Nawal;2071.16;3;Ah d'accord.;
Nawal7_220618.TextGrid;Nawal;2072.93;24;Hanane@a je ne sais pas elle hanane@a elle est né le elle est taureau comme Djamal@a mon frère ils sont gentils taureau très sensibles.;
Nawal7_220618.TextGrid;Nawal;2080.41;3;Ilyes@a il est.;
Nawal7_220618.TextGrid;Nawal;2083.06;1;Ouais.;
Nawal7_220618.TextGrid;Nawal;2088.30;3;C'est vrai.;
Nawal7_220618.TextGrid;Nawal;2091.01;6;Tu pleures toi ça t'arrive.;
Nawal7_220618.TextGrid;Nawal;2092.84;6;Oh la la le gros bébé.;
Nawal7_220618.TextGrid;Nawal;2096.94;3;Ouais ça arrive.;
Nawal7_220618.TextGrid;Nawal;2100.59;1;Ouais.;
Nawal7_220618.TextGrid;Nawal;2104.92;3;Mais tout seul.;
Nawal7_220618.TextGrid;Nawal;2108.62;26;Bah c'est normal comme tout le monde hein même moi j'ai ce caractère pourtant je suis une fille hein j'aime pas montrer euh.;
Nawal7_220618.TextGrid;Nawal;2116.90;1;Mh.;
Nawal7_220618.TextGrid;Nawal;2131.51;8;Ça arrive hein ça veut pas dire hein.;
Nawal7_220618.TextGrid;Nawal;2136.46;15;Non non mais c'est humain de pleurer au contraire hein heureusement hein d'ailleurs.;
Nawal7_220618.TextGrid;Nawal;2141.52;22;Bah exactement hein comment il y a des hommes qui pleurent pas en fait moi je connais des hommes qui pleurent pas.;
Nawal7_220618.TextGrid;Nawal;2148.94;59;Nan mais je connais ils pleurent pas ils arrivent pas ils disent ils versent même pas mais je connais quelqu'un qui a perdu son père il a même pas ver- versé il il il a très très mal il a très très mal son père il est décédé d'une crise il arrive pas à dégager à pleurer.;
Nawal7_220618.TextGrid;Nawal;2164.56;102;T- en fait il m'a dit tu sais qu'est ce qu'il m'a dit il s'entendait très très bien au contraire c'est une choc parce que parce que il est mort d'une crise cardiaque donc euh subitement et il m'a dit je pouvais pas pleurer surtout euh montrer à ma soeur parce qu'il a une seule soeur et et sa mère il m'a dit tellement elles étaient abattues par ça il m'a dit voilà il m'a dit euh moi je pouv- pas me permettre d'être triste j'ai essayé xxx.;
Nawal7_220618.TextGrid;Nawal;2193.55;41;Cinq ans cinq ans après il il arrive à parler de son père à me raconter euh quand il il a commencé il m'a dit c'est pour la première fois où je je parle où j'en parle ouais.;
Nawal7_220618.TextGrid;Nawal;2206.25;5;xx ben oui après euh.;
Nawal7_220618.TextGrid;Nawal;2209.71;14;Il y a les gens qui sortent hein là ils vont nous virer dans.;
Nawal7_220618.TextGrid;Nawal;2214.08;12;Ils rentrent de la mos- il y a une mosquée à côté ?;
Nawal7_220618.TextGrid;Nawal;2217.79;3;Je savais pas.;
Nawal7_220618.TextGrid;Nawal;2220.95;10;Il y a une cité ici tiens elle est où ?;
Nawal7_220618.TextGrid;Nawal;2224.08;1;Nan.;
Nawal7_220618.TextGrid;Nawal;2225.11;11;Ah ouais on est passés par là tout à l'heure.;
Nawal7_220618.TextGrid;Nawal;2231.25;14;Ouais c'est c'est écrit euh c'est écrit ouais Résidence les Tonnelles.;
Nawal7_220618.TextGrid;Nawal;2235.79;36;Ah oui ça se voit hein ça se voyait que c'est une cité ts- euh chaude@s hein parce que en fait euh tout est débridé euh  euh les les couvertures euh dans le balcon euh.;
Nawal7_220618.TextGrid;Nawal;2248.97;5;On dirait le bled@s hein.;
Nawal7_220618.TextGrid;Nawal;2251.64;6; Les HLM taâ le bled@s x.;
Nawal7_220618.TextGrid;Nawal;2253.64;5;Ça te manque le bled@s ?;
Nawal7_220618.TextGrid;Nawal;2255.50;2;Pas trop.;
Nawal7_220618.TextGrid;Nawal;2257.59;28;Ça fait trois ans et après tu pars à Tiaret aussi euh il y a rien où il y a pas b- il y a pas grand chose.;
Nawal7_220618.TextGrid;Nawal;2264.70;2;Trois mois ?;
Nawal7_220618.TextGrid;Nawal;2265.84;6;Ah ça t'a gavé là.;
Nawal7_220618.TextGrid;Nawal;2269.38;2;Ah oui.;
Nawal7_220618.TextGrid;Nawal;2270.73;7;Tu as tu allais m- te marier ?;
Nawal7_220618.TextGrid;Nawal;2273.06;6;Avec euh une fille de là-bas.;
Nawal7_220618.TextGrid;Nawal;2276.68;1;Comment ?;
Nawal7_220618.TextGrid;Nawal;2278.31;1;Nan.;
Nawal7_220618.TextGrid;Nawal;2279.45;0;.;
Nawal7_220618.TextGrid;Nawal;2282.76;1;Pourquoi ?;
Nawal7_220618.TextGrid;Nawal;2284.88;10;Pourquoi en kabylie pourquoi il y a pas à Tiaret ?;
Nawal7_220618.TextGrid;Nawal;2287.69;4;Les filles de Tiaret.;
Nawal7_220618.TextGrid;Nawal;2289.55;4;Elles sont pas b-.;
Nawal7_220618.TextGrid;Nawal;2291.67;6;Tu préfères celles de de la.;
Nawal7_220618.TextGrid;Nawal;2293.60;2;Ah bon.;
Nawal7_220618.TextGrid;Nawal;2295.06;0;.;
Nawal7_220618.TextGrid;Nawal;2297.83;8;Ah oui elle est blonde aux yeux bleus ?;
Nawal7_220618.TextGrid;Nawal;2300.06;5;Elle est elle est brune.;
Nawal7_220618.TextGrid;Nawal;2302.20;60;Ah ouais tu vas me ah ben c'est normal tu vas me dire qu'elle est belle tu vas pas me dire ben c'est parce que c'est ta meuf@s  tu vas pas me dire qu'elle est moche parce que si tu me dis qu'elle est moche euh tu seras pas avec elle hein aujourd'hui.;
Nawal7_220618.TextGrid;Nawal;2320.71;1;Comment ?;
Nawal7_220618.TextGrid;Nawal;2324.21;7;Bah oui après euh elle est charmante.;
Nawal7_220618.TextGrid;Nawal;2328.56;6;Ah là là il est amoureux.;
Nawal7_220618.TextGrid;Nawal;2331.78;10; ben tant mieux hein c'est bien d'être amoureux.;
Nawal7_220618.TextGrid;Nawal;2336.97;17;C'est bien hein c'est pour la première fois que tu sois amoureux comme ça ou ?;
Nawal7_220618.TextGrid;Nawal;2340.91;8;Tu as jamais aimé une fille comme ça.;
Nawal7_220618.TextGrid;Nawal;2342.97;3;Et comment ça.;
Nawal7_220618.TextGrid;Nawal;2344.82;1;Ouais.;
Nawal7_220618.TextGrid;Nawal;2347.33;3;Avec les filles.;
Nawal7_220618.TextGrid;Nawal;2349.21;7;Wah elle t'a fait courir hein.;
Nawal7_220618.TextGrid;Nawal;2356.00;4;Deux ans et paf.;
Nawal7_220618.TextGrid;Nawal;2358.38;0;.;
Nawal7_220618.TextGrid;Nawal;2360.81;11;Et là elle t'a filé euh elle est partie euh.;
Nawal7_220618.TextGrid;Nawal;2365.10;4;Elle va revenir ouais.;
Nawal7_220618.TextGrid;Nawal;2366.74;12;L'essentiel en fait si vous tenez là la distance euh brésil.;
Nawal7_220618.TextGrid;Nawal;2370.72;8;J'en suis sûre vous allez finir ensemble.;
Nawal7_220618.TextGrid;Nawal;2372.79;5;Bah c'est normal hein.;
Nawal7_220618.TextGrid;Nawal;2374.64;26;Dis moi tu vis avec elle il y a des embrouilles elle est à côté de toi il y a des embrouilles donc autant qu'il.;
Nawal7_220618.TextGrid;Nawal;2380.31;14;Ben oui hein surtout encore pire un peu les relations à distance parce que.;
Nawal7_220618.TextGrid;Nawal;2386.43;2;Ben oui.;
Nawal7_220618.TextGrid;Nawal;2388.65;5;Et faut avoir surtout confiance.;
Nawal7_220618.TextGrid;Nawal;2393.97;1;Mouais.;
Nawal7_220618.TextGrid;Nawal;2396.19;11;Bah elle peut être elle a elle a peur hein maintenant.;
Nawal7_220618.TextGrid;Nawal;2399.34;7;A l'avenir sachant que tu es;
Nawal7_220618.TextGrid;Nawal;2401.38;4;Tu es à Montpellier.;
Nawal7_220618.TextGrid;Nawal;2411.14;1;Nan .;
Nawal7_220618.TextGrid;Nawal;2415.30;8;Ben oui mais tu es fidèle à elle.;
Nawal7_220618.TextGrid;Nawal;2419.51;4;Mais tu sais que.;
Nawal7_220618.TextGrid;Nawal;2423.70;5;Ouais juste pour euh passager.;
Nawal7_220618.TextGrid;Nawal;2427.74;2;Mouais après.;
Nawal7_220618.TextGrid;Nawal;2429.88;9;Exactement non mais c'est moi je comprends parfaitement.;
Nawal7_220618.TextGrid;Nawal;2437.51;9;Et elle sait euh que tu es à Montpellier.;
Nawal7_220618.TextGrid;Nawal;2440.01;15;Elle sait qu'il y a x des jolies filles quand même à Montpellier x.;
Nawal7_220618.TextGrid;Nawal;2445.49;7;Tu lui as dit que tu avais.;
Nawal7_220618.TextGrid;Nawal;2448.63;1;Ouais.;
Nawal7_220618.TextGrid;Nawal;2450.05;1;Mh.;
Nawal7_220618.TextGrid;Nawal;2452.58;7;Parce que elle aussi est partie hein.;
Nawal7_220618.TextGrid;Nawal;2458.27;2;Ah oui.;
Nawal7_220618.TextGrid;Nawal;2461.62;3;C'est vrai.;
Nawal7_220618.TextGrid;Nawal;2464.21;1;Mouais.;
Nawal7_220618.TextGrid;Nawal;2467.48;14;Mais quand même tu vas rester longtemps ici trois ans tu m'as dit.;
Nawal7_220618.TextGrid;Nawal;2471.60;3;Si elle revient.;
Nawal7_220618.TextGrid;Nawal;2474.69;6;Tu as pas encore euh décidé ?;
Nawal7_220618.TextGrid;Nawal;2478.12;4;C'est long ouais.;
Nawal7_220618.TextGrid;Nawal;2481.77;5;Tu vas f- ouais xx.;
Nawal7_220618.TextGrid;Nawal;2486.35;8;Tu  as fait un un BEP de quoi ?;
Nawal7_220618.TextGrid;Nawal;2489.34;9;Et là tu as pas trouvé du travail dessus ?;
Nawal7_220618.TextGrid;Nawal;2492.90;2;Et ben.;
Nawal7_220618.TextGrid;Nawal;2496.90;1;Ouais.;
Nawal7_220618.TextGrid;Nawal;2500.70;10;Ben essaye de faire euh alors une formation de professionnel.;
Nawal7_220618.TextGrid;Nawal;2504.64;12;D'un an un an et demi un an et six mois.;
Nawal7_220618.TextGrid;Nawal;2511.16;1;Mh.;
Nawal7_220618.TextGrid;Nawal;2514.17;1;xx.;
Nawal7_220618.TextGrid;Nawal;2515.90;5;C'est bien ça x.;
Nawal7_220618.TextGrid;Nawal;2517.62;6;Oh c'est pas beaucoup hein.;
Nawal7_220618.TextGrid;Nawal;2522.90;4;C'est bien ça.;
Nawal7_220618.TextGrid;Nawal;2524.15;3;C'est euh.;
Nawal7_220618.TextGrid;Nawal;2526.73;9;Méca- mécanicien les bateaux tu vois le d'aller.;
Nawal7_220618.TextGrid;Nawal;2530.95;7;La clientèle euh riche et tout ça.;
Nawal7_220618.TextGrid;Nawal;2535.78;7;Ben oui c'est exactement te- travailleras.;
Nawal7_220618.TextGrid;Nawal;2539.50;6;Ben oui en plus ça rapporte.;
Nawal7_220618.TextGrid;Nawal;2548.95;4;Mouais c'est vrai.;
Nawal7_220618.TextGrid;Nawal;2552.39;1;Mouais.;
Nawal7_220618.TextGrid;Nawal;2559.74;5;C'est vrai parce que.;
Nawal7_220618.TextGrid;Nawal;2563.81;5;Bah oui c'est clair.;
Nawal7_220618.TextGrid;Nawal;2565.27;1;Mais.;
Nawal7_220618.TextGrid;Nawal;2566.00;3;Une ou deux.;
Nawal7_220618.TextGrid;Nawal;2567.29;7;Une ou deux plus euh trois voitures.;
Nawal7_220618.TextGrid;Nawal;2570.69;2;Bah oui.;
Nawal7_220618.TextGrid;Nawal;2571.75;2;Non mais.;
Nawal7_220618.TextGrid;Nawal;2577.16;2;Ah nan.;
Nawal7_220618.TextGrid;Nawal;2579.44;9;Moui fin@s ça peut être ça va déboucher dans.;
Nawal7_220618.TextGrid;Nawal;2582.80;6;Ben oui c'est bien hein.;
Nawal7_220618.TextGrid;Nawal;2584.61;6;Ben fonce hein alors si x.;
Nawal7_220618.TextGrid;Nawal;2588.77;8;Tu vas t'inscrire là mois de septembre ?;
Nawal7_220618.TextGrid;Nawal;2591.67;14;C'est les inscriptions mois d'août ah oui il faut bien préparer hein.;
Nawal7_220618.TextGrid;Nawal;2596.28;9;En plus trois mois c'est pas beaucoup hein.;
Nawal7_220618.TextGrid;Nawal;2598.67;9;Et le reste c'est un stage de combien ?;
Nawal7_220618.TextGrid;Nawal;2611.95;11;Donc tu dois étudier trois ans pour passer le bac là.;
Nawal7_220618.TextGrid;Nawal;2617.84;10;Mais c'est bien c'est ton avenir aussi hein.;
Nawal7_220618.TextGrid;Nawal;2620.99;8;Tu veux te marier avec la brésilienne là .;
Nawal7_220618.TextGrid;Nawal;2626.77;4;Ouais il faut tenir.;
Nawal7_220618.TextGrid;Nawal;2639.48;3;C'est vrai.;
Nawal7_220618.TextGrid;Nawal;2652.70;1;Mh.;
Nawal7_220618.TextGrid;Nawal;2661.45;14;x c'est le travail beaucoup plus après travailler l'argent ne vient pas.;
Nawal7_220618.TextGrid;Nawal;2668.75;2;Ouais faut.;
Nawal7_220618.TextGrid;Nawal;2673.40;11;Ah pour avoir pour être euh plus à l'aise hein.;
Nawal7_220618.TextGrid;Nawal;2684.38;1;Mh.;
Nawal7_220618.TextGrid;Nawal;2690.28;11;Tous les jeunes du quartier pensent comme ça maintenant aujourd'hui ?;
Nawal7_220618.TextGrid;Nawal;2693.44;1;xx.;
Nawal7_220618.TextGrid;Nawal;2695.62;1;Carrément.;
Nawal7_220618.TextGrid;Nawal;2698.38;7; là tes potes là que tu connais.;
Nawal7_220618.TextGrid;Nawal;2705.45;3;C'est vrai ?;
Nawal7_220618.TextGrid;Nawal;2709.40;1;Mh.;
Nawal7_220618.TextGrid;Nawal;2711.62;12;Et Franck@a là fait quoi il il fait quoi à part euh.;
Nawal7_220618.TextGrid;Nawal;2721.47;5;Mais ils sont ils xx.;
Nawal7_220618.TextGrid;Nawal;2723.49;4;Ah c'est bien.;
Nawal7_220618.TextGrid;Nawal;2735.11;6;Lui c'est un cocktail là.;
Nawal7_220618.TextGrid;Nawal;2739.37;2;Pourquoi euh ?;
Nawal7_220618.TextGrid;Nawal;2742.69;2;C'est.;
Nawal7_220618.TextGrid;Nawal;2744.21;5;Pourquoi c'est un chacal@s ?;
Nawal7_220618.TextGrid;Nawal;2752.29;1;Ouais.;
Nawal7_220618.TextGrid;Nawal;2761.74;1;Mh.;
Nawal7_220618.TextGrid;Nawal;2764.51;2;Tu as .;
Nawal7_220618.TextGrid;Nawal;2769.53;1;Mh.;
Nawal7_220618.TextGrid;Nawal;2778.19;3;Tu me passes ?;
Nawal7_220618.TextGrid;Nawal;2780.13;1;Ouais.;
Nawal7_220618.TextGrid;Nawal;2783.96;1;Mh.;
Nawal7_220618.TextGrid;Nawal;2787.09;12;Tu as fait xxx ouais t'as fait une bonne action ouais.;
Nawal7_220618.TextGrid;Nawal;2796.25;7;Et ça te manque pas l'école ?;
Nawal7_220618.TextGrid;Nawal;2798.55;10;C'est vrai tu aimes pas trop pas ton truc.;
Nawal7_220618.TextGrid;Nawal;2804.73;1;Tu.;
Nawal7_220618.TextGrid;Nawal;2807.16;5;Nan tu as fait quoi .;
Nawal7_220618.TextGrid;Nawal;2813.59;11;Ouais x ben tu es intelligent je je je sais mais.;
Nawal7_220618.TextGrid;Nawal;2822.31;7;Et tu as fait quoi comme bêtises ?;
Nawal7_220618.TextGrid;Nawal;2828.10;0;.;
Nawal7_220618.TextGrid;Nawal;2833.28;5;Mais c'était au lycée ?;
Nawal7_220618.TextGrid;Nawal;2836.77;7;Et comment vous parlez euh aux profs@s ?;
Nawal7_220618.TextGrid;Nawal;2843.03;2;Ah ouais.;
Nawal7_220618.TextGrid;Nawal;2844.37;8;Parce que tu m- tu leur parles bien.;
Nawal7_220618.TextGrid;Nawal;2856.61;1;Ouais.;
Nawal7_220618.TextGrid;Nawal;2857.14;0;;
Nawal7_220618.TextGrid;Nawal;2869.84;9;Ça c'est bien tu étais fort en maths@s ?;
Nawal7_220618.TextGrid;Nawal;2880.95;1;Mais.;
Nawal7_220618.TextGrid;Nawal;2883.48;13;Pourquoi c'est l'administration c'est la vie scolaire qui t'a.;
Nawal7_220618.TextGrid;Nawal;2887.31;15;Parce que tu faisais plus de bêtises dans la cour euh que dans la classe.;
Nawal7_220618.TextGrid;Nawal;2894.15;8;Tu as du faire quelque chose de grave .;
Nawal7_220618.TextGrid;Nawal;2898.03;10;Ah oui parce que arriver jusqu'au conseil de discipline.;
Nawal7_220618.TextGrid;Nawal;2904.92;4;C'était quel lycée ?;
Nawal7_220618.TextGrid;Nawal;2910.44;9;C'est où le lycée de la seconde chance ?;
Nawal7_220618.TextGrid;Nawal;2915.22;2;Connais pas.;
Nawal7_220618.TextGrid;Nawal;2919.88;4;Tu tutoies les profs@s ?;
Nawal7_220618.TextGrid;Nawal;2926.76;8;Et donc euh donc vous vous perme- xx.;
Nawal7_220618.TextGrid;Nawal;2934.79;4;Il te fait sortir.;
Nawal7_220618.TextGrid;Nawal;2941.45;6;Genre toi tu prends euh xx.;
Nawal7_220618.TextGrid;Nawal;2948.85;3;Oh la la.;
Nawal7_220618.TextGrid;Nawal;2952.15;3;Sont pas sérieux.;
Nawal7_220618.TextGrid;Nawal;2962.25;1;EPS@s ?;
Nawal7_220618.TextGrid;Nawal;2974.37;1;Nan.;
Nawal7_220618.TextGrid;Nawal;2977.77;11;Eh fin@s c'est n'importe quoi là dans l'éducation.;
Nawal7_220618.TextGrid;Nawal;2998.90;1;Mh.;
Nawal7_220618.TextGrid;Nawal;3002.54;13;Mouais tu aimes bah fait mécano@s mécano@s ça te va bien Youssef@a hein.;
Nawal7_220618.TextGrid;Nawal;3014.50;10;Parce que là tu as gouté au travail aussi hein.;
Nawal7_220618.TextGrid;Nawal;3017.18;39;Après un an de travail là ça ça va être dur hein je sais ce que c'est parce que moi ça m'était arrivé en Algérie j'ai travaillé euh six ans dans nan je veux pas merci.;
Nawal7_220618.TextGrid;Nawal;3028.53;64;Six ans avant que je vienne en France j'ai arrêté pendant quelques mois en plus j'ai pas arrêté hein j'ai travaillé je donnais des cours euh de français dans une école privée mais euh voilà hein je m'ennuyais à mourir mais j'arrivais pas le fait de me lever euh euh le matin et que j'ai pas où aller.;
Nawal7_220618.TextGrid;Nawal;3049.01;3;Ça m- exactement.;
Nawal7_220618.TextGrid;Nawal;3060.25;1;Exactement.;
Nawal7_220618.TextGrid;Nawal;3063.57;1;Mh.;
Nawal7_220618.TextGrid;Nawal;3064.38;1;Mh.;
Nawal7_220618.TextGrid;Nawal;3067.51;1;Merci.;
Nawal7_220618.TextGrid;Nawal;3069.46;4;Exactement et ça me.;
Nawal7_220618.TextGrid;Nawal;3073.88;15;Mais toi tu travaillais pas sept heures du matin quand même dans Planet Sushi euh.;
Nawal7_220618.TextGrid;Nawal;3080.95;6;Ça va tu te prépares tran-.;
Nawal7_220618.TextGrid;Nawal;3088.28;6;Ton tour où dans le quartier ?;
Nawal7_220618.TextGrid;Nawal;3095.28;3;Ah d'accord.;
Nawal7_220618.TextGrid;Nawal;3097.71;27;Ah ça va te manquer tout ça à Montpellier mais tu vas xx des amis là il faut sortir un peu ne reste pas aussi euh là.;
Nawal7_220618.TextGrid;Nawal;3106.89;22;Bah là ça fait on a on a commencé une semaine à rester qu'à la maison hein on a rien fait.;
Nawal7_220618.TextGrid;Nawal;3112.32;3;Ouais après c-.;
Nawal7_220618.TextGrid;Nawal;3114.21;0;;
Nawal7_220618.TextGrid;Nawal;3119.23;4;Ouais ça va venir.;
Nawal7_220618.TextGrid;Nawal;3129.95;2;Ouais directement.;
Nawal7_220618.TextGrid;Nawal;3156.89;1;Ouais.;
Nawal7_220618.TextGrid;Nawal;3164.88;1;Mh.;
Nawal7_220618.TextGrid;Nawal;3171.88;8;Ouais au début au moins un ou deux.;
Nawal7_220618.TextGrid;Nawal;3176.83;3;Ouais au boulot.;
Nawal7_220618.TextGrid;Nawal;3183.38;12;Mh à la x tu peux hein ton truc un petit peu.;
Nawal7_220618.TextGrid;Nawal;3187.80;14;A moitié ben si il y a une groupe qui joue au foot ouais.;
Nawal7_220618.TextGrid;Nawal;3202.76;1;Mh.;
Nawal7_220618.TextGrid;Nawal;3208.21;4;Mh mais là je.;
Nawal7_220618.TextGrid;Nawal;3210.33;9;Après le trente ça va ça va aller x.;
Nawal7_220618.TextGrid;Nawal;3217.23;1;Mh.;
Nawal7_220618.TextGrid;Nawal;3218.45;5;Nan mais tu vas xx.;
Nawal7_220618.TextGrid;Nawal;3220.88;3;C'est clair.;
Nawal7_220618.TextGrid;Nawal;3223.23;18;Va chez Lorette@a hein tu vas pas  tu vas pas t'ennuyer ah  tu vas pas t'ennuyer .;
Nawal7_220618.TextGrid;Nawal;3235.49;3;En plus là.;
Nawal7_220618.TextGrid;Nawal;3236.92;3;Les rebeus@s oui.;
Nawal7_220618.TextGrid;Nawal;3238.65;2;Ben oui.;
Nawal7_220618.TextGrid;Nawal;3240.10;3;Il manque pas;
Nawal7_220618.TextGrid;Nawal;3242.28;2;Ouais après.;
Nawal7_220618.TextGrid;Nawal;3247.11;1;Ouais.;
Nawal7_220618.TextGrid;Nawal;3256.36;4;Il était étonné Ilyes@a.;
Nawal7_220618.TextGrid;Nawal;3260.00;2;Ben oui.;
Nawal7_220618.TextGrid;Nawal;3261.15;1;Raconte.;
Nawal7_220618.TextGrid;Nawal;3263.72;10;Vous avez fait n'importe quoi j'en suis sûre .;
Nawal7_220618.TextGrid;Nawal;3268.58;0;.;
Nawal7_220618.TextGrid;Nawal;3271.84;2; ben ouais.;
Nawal7_220618.TextGrid;Nawal;3308.54;1;Mh.;
Nawal7_220618.TextGrid;Nawal;3311.79;2;Ah ouais.;
Nawal7_220618.TextGrid;Nawal;3325.62;4;A écouter du rap.;
Nawal7_220618.TextGrid;Nawal;3333.97;9;Comment ça tu t'occupes un peu d'eux?;
Nawal7_220618.TextGrid;Nawal;3342.55;3;Ilyes@a il rappe ?;
Nawal7_220618.TextGrid;Nawal;3343.74;5;Ah c'est bien ça.;
Nawal7_220618.TextGrid;Nawal;3346.67;3;Il rappe comment?;
Nawal7_220618.TextGrid;Nawal;3347.88;7;Quel genre de un peu de tout ?;
Nawal7_220618.TextGrid;Nawal;3350.39;21;Ben je vais lui faire alors un enregistrement je vais je vais lui demander de de de rapper un petit peu .;
Nawal7_220618.TextGrid;Nawal;3357.30;1;Oui.;
Nawal7_220618.TextGrid;Nawal;3359.30;3;C'est vrai.;
Nawal7_220618.TextGrid;Nawal;3361.48;11;Ben parce que dans le rap ils parlent euh xx xx.;
Nawal7_220618.TextGrid;Nawal;3366.03;2;Eh ben.;
Nawal7_220618.TextGrid;Nawal;3370.62;1;Mh.;
Nawal7_220618.TextGrid;Nawal;3376.19;8;Ouais juste pour s'amuser pas pour av-.;
Nawal7_220618.TextGrid;Nawal;3383.17;1;Mh.;
Nawal7_220618.TextGrid;Nawal;3386.52;20;Mais dans le rap aussi euh c'est langage des jeunes hein c'est cent pour cent langage des jeunes.;
Nawal7_220618.TextGrid;Nawal;3391.78;2;Ah bon.;
Nawal7_220618.TextGrid;Nawal;3395.20;2;De qui ?;
Nawal7_220618.TextGrid;Nawal;3396.61;2;Kary James.;
Nawal7_220618.TextGrid;Nawal;3398.66;2;xx nan.;
Nawal7_220618.TextGrid;Nawal;3403.57;1;Mh.;
Nawal7_220618.TextGrid;Nawal;3406.86;1;Carrément.;
Nawal7_220618.TextGrid;Nawal;3411.65;4;Il rappe avec euh.;
Nawal7_220618.TextGrid;Nawal;3418.24;6;Et même les jeunes comme ça ?;
Nawal7_220618.TextGrid;Nawal;3420.90;3;Ils l'écoutent.;
Nawal7_220618.TextGrid;Nawal;3432.55;1;Mh.;
Nawal7_220618.TextGrid;Nawal;3439.23;6;Mh moi je pensais que le.;
Nawal7_220618.TextGrid;Nawal;3443.13;1;Mh.;
Nawal7_220618.TextGrid;Nawal;3453.75;7;C'est-à-dire mais toi tu rappes pas.;
Nawal7_220618.TextGrid;Nawal;3475.03;1;Mh.;
Nawal7_220618.TextGrid;Nawal;3479.13;1;Mh.;
Nawal7_220618.TextGrid;Nawal;3488.88;6;Il y a des rappeurs dans.;
Nawal7_220618.TextGrid;Nawal;3490.89;1;Mh.;
Nawal7_220618.TextGrid;Nawal;3493.88;14;Ils disent quoi c'est quoi ta ta phrase euh fétiche dans le rap.;
Nawal7_220618.TextGrid;Nawal;3500.06;9;Tu as une phrase ou un chant- x ouais.;
Nawal7_220618.TextGrid;Nawal;3508.66;7;Il mélange quoi il mélange le rebeu@s.;
Nawal7_220618.TextGrid;Nawal;3517.35;9;C'est Rohff ah tous les jeunes l'aiment.;
Nawal7_220618.TextGrid;Nawal;3522.70;1;Pourquoi ?;
Nawal7_220618.TextGrid;Nawal;3527.36;2;Quoi avant.;
Nawal7_220618.TextGrid;Nawal;3534.56;0;.;
Nawal7_220618.TextGrid;Nawal;3540.56;1;Ouais.;
Nawal7_220618.TextGrid;Nawal;3541.67;8;Ouais il racontait des histoires euh c'ét-.;
Nawal7_220618.TextGrid;Nawal;3545.08;1;Mh.;
Nawal7_220618.TextGrid;Nawal;3558.11;5;Ouais il a gouté hein.;
Nawal7_220618.TextGrid;Nawal;3564.60;24;Là tu m'as dit le le rappeur que que tu apprécies c'est celui kenzo ke- comment tu m'as dit Alonzo ouais.;
Nawal7_220618.TextGrid;Nawal;3572.50;9;Comorien aussi d- les deux c'est des comoriens ?;
